Procedure_Count,Infections_Reported,Infections_Predicted,Operative_Procedure_Appendectomy,Operative_Procedure_Cataract surgery,Operative_Procedure_Cesarean section,Operative_Procedure_Cholecystectomy,Operative_Procedure_Coronary artery bypass graft (CABG),Operative_Procedure_Hernia repair,Operative_Procedure_Hip replacement,Operative_Procedure_Hysterectomy,Operative_Procedure_Knee arthroscopy,Operative_Procedure_Prostatectomy,SIR_High,SIR_Low,SIR_Mid
3,24,25,False,False,True,False,False,False,False,False,False,False,True,False,False
1,4,46,False,False,False,False,False,False,False,False,False,True,True,False,False
0,29,43,False,False,False,True,False,False,False,False,False,False,True,False,False
6,11,15,False,False,False,True,False,False,False,False,False,False,False,False,True
10,3,13,False,False,False,False,False,False,False,True,False,False,False,True,False
10,23,28,True,False,False,False,False,False,False,False,False,False,True,False,False
7,28,23,False,False,False,False,False,True,False,False,False,False,True,False,False
5,8,46,False,False,False,False,True,False,False,False,False,False,True,False,False
3,3,14,False,False,True,False,False,False,False,False,False,False,False,True,False
5,18,18,False,False,True,False,False,False,False,False,False,False,False,False,True
2,23,7,False,False,False,False,False,False,False,True,False,False,True,False,False
7,13,33,False,False,False,True,False,False,False,False,False,False,True,False,False
9,4,1,False,False,False,False,False,False,False,True,False,False,False,True,False
1,17,26,False,True,False,False,False,False,False,False,False,False,False,False,True
4,9,9,False,False,False,False,False,True,False,False,False,False,False,True,False
0,24,34,True,False,False,False,False,False,False,False,False,False,True,False,False
5,18,22,False,False,False,False,False,False,True,False,False,False,False,False,True
1,11,48,False,False,False,False,False,False,False,False,True,False,True,False,False
3,17,7,False,False,False,False,False,False,False,False,True,False,False,False,True
5,16,27,False,False,False,False,False,False,False,True,False,False,False,False,True
9,29,22,False,True,False,False,False,False,False,False,False,False,True,False,False
10,23,3,False,False,False,False,False,True,False,False,False,False,True,False,False
7,10,13,False,False,False,False,True,False,False,False,False,False,False,False,True
7,2,41,False,False,False,False,False,False,False,False,True,False,True,False,False
10,22,28,False,False,False,False,False,True,False,False,False,False,True,False,False
5,16,0,True,False,False,False,False,False,False,False,False,False,False,False,True
3,0,3,False,False,False,False,False,False,False,False,False,True,False,True,False
7,14,31,False,True,False,False,False,False,False,False,False,False,True,False,False
7,27,32,False,False,False,True,False,False,False,False,False,False,True,False,False
9,8,48,False,False,False,False,False,True,False,False,False,False,True,False,False
0,14,25,True,False,False,False,False,False,False,False,False,False,False,False,True
3,27,16,False,False,False,False,True,False,False,False,False,False,True,False,False
3,23,38,False,False,False,False,False,False,True,False,False,False,True,False,False
6,27,22,False,False,False,True,False,False,False,False,False,False,True,False,False
10,28,31,False,False,False,False,False,False,True,False,False,False,True,False,False
6,2,14,False,False,False,False,True,False,False,False,False,False,False,True,False
10,21,12,True,False,False,False,False,False,False,False,False,False,True,False,False
7,26,1,False,False,False,False,False,False,False,False,True,False,True,False,False
10,18,18,False,False,False,False,False,False,True,False,False,False,False,False,True
4,12,23,False,False,False,True,False,False,False,False,False,False,False,False,True
6,11,44,False,False,False,False,False,False,False,True,False,False,True,False,False
7,19,23,False,False,True,False,False,False,False,False,False,False,False,False,True
8,0,10,False,False,False,False,False,True,False,False,False,False,False,True,False
2,20,21,False,False,False,False,False,False,False,False,True,False,True,False,False
2,16,14,False,False,False,False,False,False,True,False,False,False,False,False,True
3,12,9,False,False,False,False,False,False,False,False,False,True,False,False,True
4,0,40,False,False,False,False,False,True,False,False,False,False,True,False,False
9,9,26,False,False,False,False,False,False,False,True,False,False,False,False,True
0,14,8,False,False,False,False,True,False,False,False,False,False,False,False,True
6,26,27,False,False,True,False,False,False,False,False,False,False,True,False,False
8,26,0,True,False,False,False,False,False,False,False,False,False,True,False,False
7,29,16,False,False,False,False,False,False,False,True,False,False,True,False,False
4,6,30,False,False,False,False,False,False,False,True,False,False,True,False,False
3,27,43,False,False,False,False,True,False,False,False,False,False,True,False,False
6,21,9,False,True,False,False,False,False,False,False,False,False,True,False,False
4,17,36,False,False,False,False,True,False,False,False,False,False,True,False,False
6,15,28,False,True,False,False,False,False,False,False,False,False,False,False,True
0,13,17,False,True,False,False,False,False,False,False,False,False,False,False,True
0,26,46,False,False,False,False,False,False,False,False,True,False,True,False,False
9,27,37,False,False,False,False,False,False,False,False,True,False,True,False,False
2,17,38,False,False,False,True,False,False,False,False,False,False,True,False,False
10,26,48,False,False,False,False,False,False,True,False,False,False,True,False,False
1,6,5,False,False,False,False,False,False,True,False,False,False,False,True,False
1,16,39,True,False,False,False,False,False,False,False,False,False,True,False,False
6,28,11,False,False,False,False,False,False,True,False,False,False,True,False,False
9,17,13,False,False,False,False,False,False,False,False,True,False,False,False,True
1,11,43,False,False,False,True,False,False,False,False,False,False,True,False,False
10,7,9,False,False,False,True,False,False,False,False,False,False,False,True,False
3,21,19,False,True,False,False,False,False,False,False,False,False,True,False,False
1,30,14,False,False,False,False,True,False,False,False,False,False,True,False,False
5,29,30,True,False,False,False,False,False,False,False,False,False,True,False,False
7,1,6,False,True,False,False,False,False,False,False,False,False,False,True,False
9,6,40,False,False,False,False,True,False,False,False,False,False,True,False,False
3,3,9,False,False,False,False,False,False,True,False,False,False,False,True,False
4,17,9,False,True,False,False,False,False,False,False,False,False,False,False,True
3,27,47,False,False,False,False,False,True,False,False,False,False,True,False,False
2,5,38,False,False,False,False,False,False,True,False,False,False,True,False,False
4,26,27,False,False,False,False,True,False,False,False,False,False,True,False,False
8,30,29,True,False,False,False,False,False,False,False,False,False,True,False,False
7,8,36,False,False,False,False,True,False,False,False,False,False,True,False,False
7,26,2,False,True,False,False,False,False,False,False,False,False,True,False,False
7,8,49,False,True,False,False,False,False,False,False,False,False,True,False,False
7,13,42,False,False,False,False,False,False,False,True,False,False,True,False,False
6,7,14,True,False,False,False,False,False,False,False,False,False,False,True,False
7,30,20,False,False,False,False,False,False,False,False,False,True,True,False,False
10,18,36,False,False,False,False,False,False,True,False,False,False,True,False,False
7,2,11,False,False,False,True,False,False,False,False,False,False,False,True,False
7,17,3,True,False,False,False,False,False,False,False,False,False,False,False,True
9,4,46,False,False,False,True,False,False,False,False,False,False,True,False,False
6,13,8,True,False,False,False,False,False,False,False,False,False,False,False,True
0,27,38,True,False,False,False,False,False,False,False,False,False,True,False,False
3,29,41,False,False,False,False,True,False,False,False,False,False,True,False,False
3,3,27,True,False,False,False,False,False,False,False,False,False,False,False,True
4,6,22,False,False,False,False,False,False,False,True,False,False,False,False,True
9,19,44,False,False,False,False,False,False,False,False,False,True,True,False,False
5,24,39,False,True,False,False,False,False,False,False,False,False,True,False,False
3,27,43,False,False,True,False,False,False,False,False,False,False,True,False,False
1,11,21,False,False,False,True,False,False,False,False,False,False,False,False,True
5,1,23,False,True,False,False,False,False,False,False,False,False,False,False,True
7,10,50,False,False,True,False,False,False,False,False,False,False,True,False,False
7,13,25,False,False,False,False,False,False,False,False,False,True,False,False,True
6,21,29,False,False,False,False,False,False,False,False,False,True,True,False,False
5,30,32,False,False,False,True,False,False,False,False,False,False,True,False,False
1,22,15,False,False,False,True,False,False,False,False,False,False,True,False,False
6,15,21,False,False,False,False,False,False,False,False,False,True,False,False,True
10,19,48,False,False,True,False,False,False,False,False,False,False,True,False,False
4,28,49,True,False,False,False,False,False,False,False,False,False,True,False,False
5,5,42,False,False,False,False,False,False,True,False,False,False,True,False,False
9,22,17,False,False,False,False,False,True,False,False,False,False,True,False,False
7,3,6,False,True,False,False,False,False,False,False,False,False,False,True,False
7,14,49,False,False,False,False,True,False,False,False,False,False,True,False,False
2,23,25,False,True,False,False,False,False,False,False,False,False,True,False,False
6,24,7,False,False,False,False,True,False,False,False,False,False,True,False,False
0,0,5,False,False,True,False,False,False,False,False,False,False,False,True,False
0,6,29,False,False,False,False,True,False,False,False,False,False,False,False,True
6,24,38,False,False,False,True,False,False,False,False,False,False,True,False,False
9,30,22,False,False,False,False,False,False,True,False,False,False,True,False,False
8,11,31,False,False,False,False,False,False,True,False,False,False,True,False,False
6,9,21,False,False,False,True,False,False,False,False,False,False,False,False,True
9,4,41,False,False,False,False,False,False,False,True,False,False,True,False,False
4,11,42,False,False,True,False,False,False,False,False,False,False,True,False,False
7,17,44,False,False,False,False,False,False,False,True,False,False,True,False,False
1,9,8,False,False,False,False,False,False,False,True,False,False,False,True,False
8,5,30,False,True,False,False,False,False,False,False,False,False,True,False,False
5,27,6,False,False,False,False,False,False,False,False,False,True,True,False,False
8,11,8,False,True,False,False,False,False,False,False,False,False,False,False,True
1,6,12,False,False,False,False,False,False,False,False,False,True,False,True,False
2,17,2,False,False,False,False,False,True,False,False,False,False,False,False,True
7,1,34,False,False,False,False,True,False,False,False,False,False,True,False,False
0,9,32,False,False,False,False,False,False,False,False,False,True,True,False,False
9,14,20,False,False,False,True,False,False,False,False,False,False,False,False,True
6,29,30,False,True,False,False,False,False,False,False,False,False,True,False,False
6,11,33,False,False,True,False,False,False,False,False,False,False,True,False,False
0,25,31,False,False,False,False,True,False,False,False,False,False,True,False,False
8,16,34,False,False,False,False,False,True,False,False,False,False,True,False,False
7,3,14,False,False,False,False,False,False,False,False,False,True,False,True,False
3,6,31,False,False,False,False,False,True,False,False,False,False,True,False,False
9,29,5,False,False,True,False,False,False,False,False,False,False,True,False,False
10,8,44,False,False,False,False,False,False,False,True,False,False,True,False,False
4,30,20,False,False,False,False,False,False,True,False,False,False,True,False,False
1,18,32,False,False,True,False,False,False,False,False,False,False,True,False,False
8,27,31,False,False,False,False,False,False,False,False,True,False,True,False,False
5,26,18,False,False,True,False,False,False,False,False,False,False,True,False,False
2,22,32,False,False,False,False,False,True,False,False,False,False,True,False,False
6,6,27,False,False,False,True,False,False,False,False,False,False,False,False,True
8,22,30,False,True,False,False,False,False,False,False,False,False,True,False,False
2,1,20,False,False,False,True,False,False,False,False,False,False,False,False,True
1,5,33,False,False,False,False,False,True,False,False,False,False,True,False,False
6,17,14,False,True,False,False,False,False,False,False,False,False,False,False,True
6,5,13,False,False,False,False,False,False,False,False,True,False,False,True,False
3,12,18,False,False,False,False,False,False,True,False,False,False,False,False,True
10,25,42,False,False,False,False,True,False,False,False,False,False,True,False,False
8,18,14,False,False,False,False,False,True,False,False,False,False,False,False,True
7,29,5,False,False,False,False,False,False,False,False,False,True,True,False,False
0,1,8,False,False,False,False,False,True,False,False,False,False,False,True,False
0,11,36,False,False,False,False,False,True,False,False,False,False,True,False,False
4,14,19,False,True,False,False,False,False,False,False,False,False,False,False,True
5,13,33,True,False,False,False,False,False,False,False,False,False,True,False,False
2,5,37,False,False,True,False,False,False,False,False,False,False,True,False,False
8,17,25,True,False,False,False,False,False,False,False,False,False,False,False,True
9,4,17,False,False,False,False,False,False,False,False,True,False,False,True,False
5,17,27,False,False,False,False,False,False,False,False,False,True,False,False,True
3,2,50,False,False,False,False,False,False,True,False,False,False,True,False,False
6,2,8,False,False,False,False,False,False,False,True,False,False,False,True,False
7,21,31,False,False,False,False,False,False,False,False,True,False,True,False,False
8,21,5,False,False,False,False,False,False,False,True,False,False,True,False,False
10,9,13,False,False,False,False,False,False,False,True,False,False,False,True,False
5,18,27,False,False,False,False,False,False,True,False,False,False,False,False,True
5,2,23,False,False,False,True,False,False,False,False,False,False,False,False,True
7,28,12,True,False,False,False,False,False,False,False,False,False,True,False,False
4,11,42,False,False,False,False,False,True,False,False,False,False,True,False,False
2,28,11,False,False,False,False,True,False,False,False,False,False,True,False,False
2,15,50,False,False,False,False,False,False,False,True,False,False,True,False,False
5,16,18,False,False,False,False,False,False,False,False,False,True,False,False,True
1,6,20,False,False,False,False,False,False,False,False,True,False,False,False,True
5,12,26,False,False,False,True,False,False,False,False,False,False,False,False,True
5,23,18,False,False,False,False,False,False,False,True,False,False,True,False,False
7,1,23,False,False,False,True,False,False,False,False,False,False,False,False,True
6,3,25,False,False,False,True,False,False,False,False,False,False,False,False,True
7,9,44,False,False,False,False,False,False,False,True,False,False,True,False,False
8,6,27,False,True,False,False,False,False,False,False,False,False,False,False,True
5,23,45,False,False,True,False,False,False,False,False,False,False,True,False,False
2,16,17,False,False,False,False,False,False,False,False,False,True,False,False,True
9,19,43,False,False,False,False,False,True,False,False,False,False,True,False,False
2,5,35,False,False,False,False,False,True,False,False,False,False,True,False,False
10,18,41,False,False,False,False,False,False,False,False,False,True,True,False,False
0,4,28,False,True,False,False,False,False,False,False,False,False,False,False,True
10,9,16,False,False,False,False,False,True,False,False,False,False,False,True,False
4,8,3,False,False,False,True,False,False,False,False,False,False,False,True,False
3,26,43,False,False,False,False,False,False,True,False,False,False,True,False,False
8,12,44,False,False,False,False,False,False,False,False,True,False,True,False,False
8,18,28,True,False,False,False,False,False,False,False,False,False,False,False,True
4,20,3,False,False,False,False,False,True,False,False,False,False,True,False,False
9,23,9,False,False,False,False,False,False,False,False,False,True,True,False,False
3,5,24,False,False,False,False,False,False,True,False,False,False,False,False,True
6,3,30,False,False,False,False,False,False,False,True,False,False,True,False,False
5,23,2,False,False,True,False,False,False,False,False,False,False,True,False,False
3,26,46,False,False,False,False,False,False,False,False,False,True,True,False,False
9,2,1,False,False,False,True,False,False,False,False,False,False,False,True,False
1,2,24,False,False,True,False,False,False,False,False,False,False,False,False,True
0,3,48,False,False,False,False,False,False,False,False,True,False,True,False,False
3,24,5,False,False,False,False,False,False,False,False,True,False,True,False,False
3,4,25,False,True,False,False,False,False,False,False,False,False,False,False,True
0,7,7,False,False,False,False,True,False,False,False,False,False,False,True,False
5,15,34,False,True,False,False,False,False,False,False,False,False,True,False,False
3,21,26,False,False,False,False,False,False,True,False,False,False,True,False,False
0,2,24,False,False,True,False,False,False,False,False,False,False,False,False,True
0,30,17,False,False,False,False,True,False,False,False,False,False,True,False,False
0,23,0,False,False,False,False,False,False,False,True,False,False,True,False,False
7,11,47,False,False,False,True,False,False,False,False,False,False,True,False,False
9,24,38,False,False,True,False,False,False,False,False,False,False,True,False,False
7,7,2,False,True,False,False,False,False,False,False,False,False,False,True,False
1,12,3,True,False,False,False,False,False,False,False,False,False,False,False,True
10,3,40,False,False,False,False,True,False,False,False,False,False,True,False,False
6,13,36,False,False,False,False,True,False,False,False,False,False,True,False,False
7,13,50,False,False,False,True,False,False,False,False,False,False,True,False,False
7,12,14,False,False,False,False,False,True,False,False,False,False,False,False,True
10,26,7,False,False,False,False,False,False,False,False,True,False,True,False,False
9,5,37,False,False,False,False,False,False,False,False,True,False,True,False,False
10,16,49,True,False,False,False,False,False,False,False,False,False,True,False,False
6,3,18,False,False,False,False,False,False,True,False,False,False,False,True,False
4,7,46,False,False,False,False,False,False,True,False,False,False,True,False,False
0,16,25,False,False,False,False,False,False,False,True,False,False,False,False,True
8,2,38,False,False,True,False,False,False,False,False,False,False,True,False,False
6,16,9,False,False,False,False,False,False,False,False,False,True,False,False,True
1,8,37,False,False,False,False,False,True,False,False,False,False,True,False,False
5,1,13,False,True,False,False,False,False,False,False,False,False,False,True,False
1,24,48,False,False,False,False,False,False,False,False,False,True,True,False,False
0,12,40,False,False,False,False,False,False,False,False,False,True,True,False,False
6,19,18,False,False,False,False,True,False,False,False,False,False,False,False,True
1,1,29,True,False,False,False,False,False,False,False,False,False,False,False,True
1,19,4,False,False,False,False,False,False,False,False,True,False,False,False,True
10,27,30,False,False,False,False,False,False,False,True,False,False,True,False,False
4,10,6,False,False,False,False,False,False,True,False,False,False,False,False,True
4,26,18,True,False,False,False,False,False,False,False,False,False,True,False,False
6,25,30,False,False,False,False,True,False,False,False,False,False,True,False,False
0,21,38,False,True,False,False,False,False,False,False,False,False,True,False,False
7,14,23,False,False,False,False,False,False,False,True,False,False,False,False,True
2,10,33,False,False,False,False,True,False,False,False,False,False,True,False,False
3,22,22,False,False,False,False,False,False,False,False,True,False,True,False,False
8,2,47,False,False,False,False,False,False,False,False,True,False,True,False,False
3,2,44,False,False,False,False,False,False,False,False,True,False,True,False,False
9,27,39,True,False,False,False,False,False,False,False,False,False,True,False,False
4,25,5,True,False,False,False,False,False,False,False,False,False,True,False,False
6,11,37,False,False,False,False,False,False,True,False,False,False,True,False,False
3,23,40,False,False,False,False,False,False,True,False,False,False,True,False,False
0,4,35,False,True,False,False,False,False,False,False,False,False,True,False,False
8,19,26,False,False,False,False,False,False,False,True,False,False,False,False,True
3,6,10,False,False,False,True,False,False,False,False,False,False,False,True,False
8,6,4,False,False,False,True,False,False,False,False,False,False,False,True,False
5,12,16,False,False,False,False,True,False,False,False,False,False,False,False,True
0,8,6,False,False,False,False,False,False,False,False,True,False,False,True,False
2,24,26,False,False,False,False,False,False,False,True,False,False,True,False,False
10,20,46,False,False,False,False,False,False,False,False,False,True,True,False,False
1,12,14,True,False,False,False,False,False,False,False,False,False,False,False,True
8,11,45,False,False,True,False,False,False,False,False,False,False,True,False,False
0,12,12,False,False,False,False,False,True,False,False,False,False,False,False,True
8,23,10,False,True,False,False,False,False,False,False,False,False,True,False,False
8,9,44,False,False,False,False,False,False,False,False,True,False,True,False,False
7,0,25,False,False,False,False,False,False,False,False,True,False,False,False,True
7,24,21,False,False,False,False,False,False,False,False,True,False,True,False,False
10,7,27,True,False,False,False,False,False,False,False,False,False,False,False,True
0,21,23,True,False,False,False,False,False,False,False,False,False,True,False,False
10,15,28,False,False,False,False,False,True,False,False,False,False,False,False,True
7,12,8,False,False,False,False,False,False,False,False,False,True,False,False,True
9,2,41,False,False,False,False,False,False,False,True,False,False,True,False,False
2,2,3,False,False,False,False,False,False,False,False,True,False,False,True,False
10,23,48,False,False,False,True,False,False,False,False,False,False,True,False,False
6,4,45,False,False,False,False,False,False,True,False,False,False,True,False,False
10,25,17,False,False,False,True,False,False,False,False,False,False,True,False,False
0,10,42,False,False,False,False,True,False,False,False,False,False,True,False,False
0,29,15,False,False,False,True,False,False,False,False,False,False,True,False,False
9,6,32,False,False,False,False,True,False,False,False,False,False,True,False,False
4,20,28,False,False,True,False,False,False,False,False,False,False,True,False,False
4,23,38,False,False,False,False,False,False,True,False,False,False,True,False,False
7,9,9,False,False,False,True,False,False,False,False,False,False,False,True,False
6,9,8,False,False,True,False,False,False,False,False,False,False,False,True,False
7,19,30,False,True,False,False,False,False,False,False,False,False,True,False,False
5,1,27,False,False,False,False,False,False,False,True,False,False,False,False,True
5,2,2,False,False,True,False,False,False,False,False,False,False,False,True,False
1,7,13,False,False,False,False,False,False,False,True,False,False,False,True,False
5,30,24,False,False,False,True,False,False,False,False,False,False,True,False,False
4,10,14,False,False,False,False,False,False,False,False,False,True,False,False,True
2,12,1,False,False,True,False,False,False,False,False,False,False,False,False,True
5,6,23,False,False,False,False,False,False,True,False,False,False,False,False,True
7,12,13,False,False,False,True,False,False,False,False,False,False,False,False,True
8,1,47,False,False,False,False,False,False,False,False,True,False,True,False,False
0,5,6,True,False,False,False,False,False,False,False,False,False,False,True,False
2,8,35,False,False,True,False,False,False,False,False,False,False,True,False,False
2,30,49,False,False,False,False,False,False,True,False,False,False,True,False,False
10,19,23,False,True,False,False,False,False,False,False,False,False,False,False,True
7,24,26,False,False,False,False,False,False,False,False,True,False,True,False,False
0,1,36,False,True,False,False,False,False,False,False,False,False,True,False,False
4,17,37,False,False,False,True,False,False,False,False,False,False,True,False,False
2,15,29,True,False,False,False,False,False,False,False,False,False,False,False,True
1,24,26,False,False,True,False,False,False,False,False,False,False,True,False,False
7,11,38,False,False,True,False,False,False,False,False,False,False,True,False,False
2,6,14,False,False,False,False,False,False,False,False,False,True,False,True,False
6,6,25,False,False,False,False,False,False,False,False,False,True,False,False,True
10,16,0,False,False,False,True,False,False,False,False,False,False,False,False,True
0,12,3,False,False,False,True,False,False,False,False,False,False,False,False,True
5,10,28,True,False,False,False,False,False,False,False,False,False,False,False,True
2,5,0,False,False,False,False,False,False,False,False,False,True,False,True,False
7,28,42,False,False,False,False,False,False,True,False,False,False,True,False,False
5,22,49,False,False,False,False,False,False,True,False,False,False,True,False,False
1,26,45,True,False,False,False,False,False,False,False,False,False,True,False,False
5,13,21,False,False,False,False,False,False,True,False,False,False,False,False,True
6,5,10,False,False,False,False,True,False,False,False,False,False,False,True,False
4,5,9,False,False,False,False,False,False,False,True,False,False,False,True,False
2,1,16,True,False,False,False,False,False,False,False,False,False,False,True,False
3,21,35,True,False,False,False,False,False,False,False,False,False,True,False,False
3,19,46,False,False,False,False,False,True,False,False,False,False,True,False,False
5,24,25,False,False,False,False,False,False,False,False,True,False,True,False,False
9,14,47,False,False,False,False,False,False,False,False,True,False,True,False,False
0,27,20,False,False,False,False,True,False,False,False,False,False,True,False,False
10,16,12,False,False,False,False,False,False,False,False,False,True,False,False,True
3,28,8,False,False,False,True,False,False,False,False,False,False,True,False,False
9,7,10,False,False,False,True,False,False,False,False,False,False,False,True,False
3,4,10,False,True,False,False,False,False,False,False,False,False,False,True,False
9,16,5,False,False,False,False,True,False,False,False,False,False,False,False,True
0,19,0,True,False,False,False,False,False,False,False,False,False,False,False,True
8,0,5,False,False,False,False,True,False,False,False,False,False,False,True,False
3,21,12,False,False,False,False,True,False,False,False,False,False,True,False,False
6,17,21,False,False,False,False,True,False,False,False,False,False,False,False,True
2,14,30,False,False,False,False,False,False,False,False,True,False,True,False,False
9,4,21,False,False,False,False,True,False,False,False,False,False,False,False,True
2,6,36,False,False,False,False,False,False,False,True,False,False,True,False,False
7,17,46,False,False,False,True,False,False,False,False,False,False,True,False,False
7,5,26,False,True,False,False,False,False,False,False,False,False,False,False,True
10,21,49,False,False,False,False,False,False,False,True,False,False,True,False,False
0,20,13,False,True,False,False,False,False,False,False,False,False,True,False,False
9,4,46,False,False,False,False,False,True,False,False,False,False,True,False,False
1,29,4,False,True,False,False,False,False,False,False,False,False,True,False,False
7,18,35,False,False,False,True,False,False,False,False,False,False,True,False,False
0,30,31,False,False,False,True,False,False,False,False,False,False,True,False,False
7,9,33,False,False,False,False,True,False,False,False,False,False,True,False,False
7,14,6,False,False,True,False,False,False,False,False,False,False,False,False,True
1,9,41,False,False,False,False,False,True,False,False,False,False,True,False,False
3,26,47,True,False,False,False,False,False,False,False,False,False,True,False,False
5,15,9,False,False,False,False,False,False,True,False,False,False,False,False,True
10,11,49,False,True,False,False,False,False,False,False,False,False,True,False,False
8,17,16,False,False,True,False,False,False,False,False,False,False,False,False,True
7,22,29,False,False,False,False,True,False,False,False,False,False,True,False,False
7,0,20,False,False,False,False,False,False,False,False,True,False,False,False,True
6,15,12,True,False,False,False,False,False,False,False,False,False,False,False,True
8,21,0,False,False,False,False,False,False,False,False,False,True,True,False,False
1,5,0,False,False,True,False,False,False,False,False,False,False,False,True,False
2,2,46,False,False,False,False,False,False,False,False,True,False,True,False,False
9,1,32,False,False,False,False,False,True,False,False,False,False,True,False,False
7,27,37,False,False,False,False,True,False,False,False,False,False,True,False,False
5,1,24,True,False,False,False,False,False,False,False,False,False,False,False,True
9,29,25,True,False,False,False,False,False,False,False,False,False,True,False,False
8,12,12,True,False,False,False,False,False,False,False,False,False,False,False,True
9,8,27,False,False,False,False,False,True,False,False,False,False,False,False,True
3,15,32,False,True,False,False,False,False,False,False,False,False,True,False,False
7,26,36,False,False,False,False,False,False,False,False,False,True,True,False,False
9,4,40,False,False,False,False,False,True,False,False,False,False,True,False,False
2,22,29,False,False,False,False,False,False,True,False,False,False,True,False,False
2,27,48,False,False,False,False,False,False,False,False,False,True,True,False,False
7,20,47,False,False,False,True,False,False,False,False,False,False,True,False,False
4,6,7,False,False,False,False,True,False,False,False,False,False,False,True,False
2,12,48,False,False,False,False,False,True,False,False,False,False,True,False,False
9,19,46,False,False,False,False,False,False,False,False,True,False,True,False,False
10,23,0,False,False,False,False,False,False,False,False,False,True,True,False,False
0,28,11,False,False,False,False,False,False,True,False,False,False,True,False,False
2,26,4,False,False,False,True,False,False,False,False,False,False,True,False,False
8,29,23,False,True,False,False,False,False,False,False,False,False,True,False,False
4,25,5,False,False,False,False,False,False,False,False,True,False,True,False,False
9,12,24,False,False,False,False,False,False,False,False,False,True,False,False,True
1,26,0,False,False,False,False,True,False,False,False,False,False,True,False,False
6,25,24,False,False,False,False,False,False,False,False,True,False,True,False,False
1,6,0,False,False,False,True,False,False,False,False,False,False,False,True,False
3,9,31,False,False,False,False,False,False,False,False,True,False,True,False,False
6,14,41,False,False,False,False,False,False,False,True,False,False,True,False,False
3,20,41,False,False,True,False,False,False,False,False,False,False,True,False,False
6,26,2,False,True,False,False,False,False,False,False,False,False,True,False,False
6,5,48,False,False,False,True,False,False,False,False,False,False,True,False,False
0,4,18,False,False,False,False,False,False,False,False,True,False,False,True,False
5,22,42,False,False,True,False,False,False,False,False,False,False,True,False,False
8,27,28,False,False,True,False,False,False,False,False,False,False,True,False,False
1,1,49,False,False,False,False,False,False,False,False,True,False,True,False,False
2,20,1,False,False,False,False,True,False,False,False,False,False,True,False,False
9,14,8,False,False,False,False,False,False,False,True,False,False,False,False,True
4,25,16,False,False,False,False,False,True,False,False,False,False,True,False,False
8,15,45,False,False,False,False,False,False,False,True,False,False,True,False,False
3,30,35,False,False,False,False,False,False,False,False,True,False,True,False,False
0,18,16,False,True,False,False,False,False,False,False,False,False,False,False,True
3,8,48,False,False,False,False,False,True,False,False,False,False,True,False,False
5,28,11,False,False,False,True,False,False,False,False,False,False,True,False,False
4,21,19,False,False,False,False,False,False,False,True,False,False,True,False,False
0,28,49,False,False,False,False,False,False,False,False,True,False,True,False,False
3,25,2,False,False,False,False,False,False,False,True,False,False,True,False,False
5,18,42,False,False,False,False,False,True,False,False,False,False,True,False,False
9,6,49,False,False,False,False,False,False,True,False,False,False,True,False,False
9,3,3,False,False,False,False,False,False,False,False,False,True,False,True,False
3,29,16,False,False,False,False,False,False,False,True,False,False,True,False,False
8,2,49,False,False,False,True,False,False,False,False,False,False,True,False,False
4,23,36,False,False,False,True,False,False,False,False,False,False,True,False,False
7,28,45,True,False,False,False,False,False,False,False,False,False,True,False,False
8,19,41,False,False,False,False,False,False,False,True,False,False,True,False,False
9,10,14,False,False,False,False,False,False,False,False,False,True,False,False,True
4,0,32,False,False,False,False,True,False,False,False,False,False,True,False,False
5,5,15,False,False,True,False,False,False,False,False,False,False,False,True,False
0,25,10,False,False,False,False,False,False,False,False,False,True,True,False,False
10,10,19,False,False,True,False,False,False,False,False,False,False,False,False,True
6,26,37,False,False,True,False,False,False,False,False,False,False,True,False,False
3,0,23,False,False,False,False,False,False,True,False,False,False,False,False,True
10,20,15,True,False,False,False,False,False,False,False,False,False,True,False,False
1,6,29,False,False,False,False,False,False,False,False,False,True,False,False,True
4,30,33,False,False,False,False,False,False,False,False,False,True,True,False,False
2,5,0,False,False,False,False,False,False,True,False,False,False,False,True,False
5,13,23,False,False,False,False,False,False,False,True,False,False,False,False,True
7,1,23,False,False,False,False,False,False,False,True,False,False,False,False,True
6,26,8,False,False,False,False,False,False,False,True,False,False,True,False,False
2,3,21,False,True,False,False,False,False,False,False,False,False,False,False,True
7,10,11,False,False,True,False,False,False,False,False,False,False,False,False,True
1,14,16,False,True,False,False,False,False,False,False,False,False,False,False,True
9,17,24,True,False,False,False,False,False,False,False,False,False,False,False,True
8,26,27,False,False,False,False,False,False,True,False,False,False,True,False,False
3,0,14,False,False,False,False,False,False,False,False,False,True,False,True,False
0,30,29,False,False,True,False,False,False,False,False,False,False,True,False,False
7,2,50,False,True,False,False,False,False,False,False,False,False,True,False,False
6,2,26,False,True,False,False,False,False,False,False,False,False,False,False,True
10,30,21,False,False,False,False,False,False,False,False,True,False,True,False,False
4,27,9,False,True,False,False,False,False,False,False,False,False,True,False,False
9,6,30,False,False,False,False,True,False,False,False,False,False,True,False,False
4,0,26,False,False,False,False,False,False,False,False,False,True,False,False,True
6,24,11,False,False,False,False,True,False,False,False,False,False,True,False,False
4,10,45,False,False,False,False,False,False,False,False,False,True,True,False,False
7,5,30,False,False,False,False,False,False,True,False,False,False,True,False,False
